"","id","observed_on","user_id","colour_morph","head_capsule","growing_zone","date","year","elevation","elev_units","coords.x1","coords.x2","optional","sqrt_elev"
"35",11947796,"2018-04-29",131068,"Black","Yes",8,2018-04-29,2018,202.03,"meters",-97.649263,30.687246,TRUE,14.2137257606864
"36",11967771,"2018-04-29",906634,"Black","Yes",8,2018-04-29,2018,199.06,"meters",-97.696121,30.404757,TRUE,14.1088624630053
"37",12002177,"2018-05-01",775329,"Black","Yes",8,2018-05-01,2018,185.11,"meters",-97.0849334076,32.6929918867,TRUE,13.605513588248
"38",12003997,"2018-04-28",90526,"Black","Yes",8,2018-04-28,2018,97.23,"meters",-97.3150027778,30.0786194444,TRUE,9.86052736926378
"39",12015155,"2018-04-29",380122,"Black","Yes",8,2018-04-29,2018,67.31,"meters",-95.6606787443,30.5100617617,TRUE,8.20426718238747
"40",12058065,"2018-05-02",49118,"Black","Yes",8,2018-05-02,2018,76.2,"meters",-94.0170971667,30.8138616667,TRUE,8.72926113711808
"41",12080178,"2018-04-30",269263,"Black","Yes",8,2018-04-30,2018,176.24,"meters",-96.7536283815,32.9075015153,TRUE,13.2755414202209
"42",12102260,"2018-04-30",912851,"Black","Yes",8,2018-04-30,2018,144.69,"meters",-96.6205583333,32.860625,TRUE,12.0287156421623
"43",12109785,"2018-04-30",350225,"Black","Yes",8,2018-04-30,2018,139.59,"meters",-96.7253164,32.828066,TRUE,11.8148212005091
"44",12142571,"2018-05-04",838679,"Black","Yes",8,2018-05-04,2018,198.48,"meters",-97.6963943337,30.4051972647,TRUE,14.0882930122851
"45",12187696,"2018-04-07",939299,"Black","Yes",9,2018-04-07,2018,0,"meters",-89.96302,30.0318638333,TRUE,0
"46",12194672,"2018-05-06",430818,"Black","Yes",8,2018-05-06,2018,92.43,"meters",-95.536583362,30.6303737356,TRUE,9.61405221537724
"47",12244540,"2018-05-02",755943,"Black","Yes",8,2018-05-02,2018,145.36,"meters",-97.72242,30.1862166667,TRUE,12.0565334984812
"48",12266328,"2018-05-05",470974,"Black","Yes",8,2018-05-05,2018,101.58,"meters",-95.52285,30.6451616667,TRUE,10.0786903911173
"49",12342704,"2018-05-10",751105,"Black","Yes",8,2018-05-10,2018,227.92,"meters",-97.8790152,30.0003861,TRUE,15.0970195734125
"51",12593817,"2018-05-18",783729,"Black","Yes",7,2018-05-18,2018,134.25,"meters",-80.8775416667,34.7802666667,TRUE,11.5866302262565
"52",12647102,"2018-05-20",428179,"Red","Yes",8,2018-05-20,2018,179.99,"meters",-98.1059007627,29.710350316,TRUE,13.4160351818263
"53",12725227,"2018-05-22",883339,"Black","Yes",8,2018-05-22,2018,36.15,"meters",-93.8473605272,30.6781456853,TRUE,6.01248700622297
"54",12749281,"2018-05-23",438488,"Red","Yes",8,2018-05-23,2018,190.31,"meters",-97.6884536743,30.4001216888,TRUE,13.7952890509768
"55",12757000,"2018-05-23",680060,"Black","Yes",9,2018-05-23,2018,6,"meters",-80.9974925464,28.5696494576,TRUE,2.44948974278318
"56",12802588,"2018-05-25",972303,"Black","Yes",9,2018-05-25,2018,6.57,"meters",-82.3760704045,28.0762447743,TRUE,2.56320112359526
"57",12834201,"2018-05-26",567145,"Red","Yes",8,2018-05-26,2018,190.13,"meters",-97.6884083333,30.4000783333,TRUE,13.7887635413767
"58",12892066,"2018-05-27",41957,"Red","Yes",8,2018-05-27,2018,263.89,"meters",-97.7787607519,30.549498057,TRUE,16.2446914405907
"59",12911714,"2018-05-28",941049,"Red","Yes",8,2018-05-28,2018,176.34,"meters",-97.6970976855,30.289280858,TRUE,13.279307210845
"60",12930036,"2018-05-29",992430,"Red","Yes",8,2018-05-29,2018,130.69,"meters",-97.752365747,30.2650423173,TRUE,11.431972708155
"61",12992282,"2018-05-31",979403,"Black","Yes",9,2018-05-31,2018,6.56,"meters",-82.3776383333,28.0734028333,TRUE,2.56124969497314
"62",13002997,"2018-05-31",975179,"Black","Yes",9,2018-05-31,2018,8.62,"meters",-82.375376,28.073871,TRUE,2.93598365118064
"63",13022039,"2018-06-01",976205,"Black","Yes",9,2018-06-01,2018,6.58,"meters",-82.3758850098,28.0760192871,TRUE,2.56515106767613
"64",13033798,"2018-06-01",133037,"Black","Yes",9,2018-06-01,2018,28.95,"meters",-96.962945,28.8207216667,TRUE,5.38052042092584
"65",13039857,"2018-06-01",313458,"Black","Yes",6,2018-06-01,2018,378.57,"meters",-94.1564873,36.7917277,TRUE,19.4568753914908
"66",13048348,"2018-06-02",394806,"Red","Yes",8,2018-06-02,2018,168.28,"meters",-97.8133466667,30.2509383333,TRUE,12.9722781345452
"67",13053336,"2018-06-02",967999,"Black","Yes",9,2018-06-02,2018,6.59,"meters",-82.3758166667,28.0755333333,TRUE,2.56709953059869
"68",13097839,"2018-06-03",968056,"Black","Yes",9,2018-06-03,2018,6.63,"meters",-82.376256,28.074155,TRUE,2.57487863791675
"69",13121623,"2018-06-04",981688,"Red","Yes",9,2018-06-04,2018,5.61,"meters",-82.3264809,27.8661364,TRUE,2.3685438564654
"70",13122460,"2018-06-02",712083,"Black","Yes",8,2018-06-02,2018,208.74,"meters",-98.4734368013,29.4629327728,TRUE,14.4478372083852
"71",13128120,"2018-06-04",29712,"Black","Yes",6,2018-06-04,2018,346.14,"meters",-96.401405,39.2255666667,TRUE,18.6048380804564
"72",13141746,"2018-06-05",998629,"Black","Yes",7,2018-06-05,2018,89.48,"meters",-76.827998728,39.149583138,TRUE,9.45938687230837
"73",13144772,"2018-06-05",1004579,"Black","Yes",9,2018-06-05,2018,16.45,"meters",-81.0484922945,28.585520961,TRUE,4.05585995813465
"74",13157871,"2018-06-05",874346,"Black","Yes",8,2018-06-05,2018,237.79,"meters",-98.33112633,29.54296717,TRUE,15.4204409794273
"75",13173708,"2018-06-06",629223,"Black","Yes",6,2018-06-06,2018,248.1,"meters",-82.879105,39.7555366667,TRUE,15.7511904312023
"76",13250431,"2018-06-07",288963,"Black","Yes",9,2018-06-07,2018,3.93,"meters",-94.796805,29.287925,TRUE,1.9824227601599
"77",13280887,"2018-06-09",4819,"Black","Yes",7,2018-06-09,2018,22.01,"meters",-75.7378568826,39.6289942881,TRUE,4.69148164229596
"78",13301937,"2018-06-10",109346,"Red","Yes",8,2018-06-10,2018,395.89,"meters",-98.4294507693,30.0915802023,TRUE,19.8969846961795
"79",13308938,"2018-06-07",388036,"Black","Yes",9,2018-06-07,2018,58.1,"meters",-95.6802704791,30.2660126849,TRUE,7.6223356000638
"80",13312224,"2018-06-10",920450,"Red","Yes",8,2018-06-10,2018,47.77,"meters",-91.3987257,31.3793359,TRUE,6.91158447825099
"81",13320205,"2018-06-10",889270,"Black","Yes",6,2018-06-10,2018,186.09,"meters",-90.3627916667,38.6679533333,TRUE,13.64148085803
"82",13323712,"2018-06-07",164753,"Black","Yes",6,2018-06-07,2018,266.98,"meters",-84.5350620291,36.698396281,TRUE,16.3395226368459
"83",13338556,"2018-06-11",439033,"Red","Yes",8,2018-06-11,2018,177.26,"meters",-97.911026001,29.8816280365,TRUE,13.3139025082806
"84",13354640,"2018-06-08",46101,"Red","Yes",8,2018-06-08,2018,207.45,"meters",-97.6136314166,30.5565136385,TRUE,14.4031246609894
"85",13401791,"2018-06-13",639574,"Black","Yes",5,2018-06-13,2018,365.68,"meters",-95.9374631855,41.2347073437,TRUE,19.1227613068824
"86",13403234,"2018-06-13",770873,"Black","Yes",7,2018-06-13,2018,101.98,"meters",-78.3958892822,37.2984695435,TRUE,10.0985147422777
"87",13410448,"2018-06-12",112034,"Black","Yes",7,2018-06-12,2018,641.96,"meters",-82.4942283,35.5794422,TRUE,25.3369295693065
"88",13423070,"2018-06-14",939972,"Black","Yes",8,2018-06-14,2018,230.44,"meters",-97.8723533333,30.0827305,TRUE,15.1802503273167
"89",13432565,"2018-06-14",972224,"Black","Yes",7,2018-06-14,2018,132.61,"meters",-86.6317966667,36.22625,TRUE,11.5156415366231
"90",13455459,"2018-06-11",112578,"Black","Yes",8,2018-06-11,2018,188.82,"meters",-97.5751357259,31.794452203,TRUE,13.7411789887185
"91",13466812,"2018-06-15",962311,"Black","Yes",6,2018-06-15,2018,139.14,"meters",-90.5503616333,38.5515632629,TRUE,11.7957619508025
"92",13468427,"2018-06-15",31092,"Black","Yes",7,2018-06-15,2018,96.02,"meters",-77.274617535,38.9529897943,TRUE,9.79897953870708
"93",13477606,"2018-06-16",1016521,"Black","Yes",7,2018-06-16,2018,139.39,"meters",-77.5532730981,39.2152797897,TRUE,11.8063542213505
"94",13492298,"2018-06-16",506391,"Black","Yes",8,2018-06-16,2018,208.37,"meters",-97.2661149562,31.4133625717,TRUE,14.4350268444503
"95",13505599,"2018-06-16",201832,"Red","Yes",8,2018-06-16,2018,124.94,"meters",-81.7320944444,33.5538111111,TRUE,11.1776562838549
"96",13512852,"2018-06-16",499113,"Black","Yes",6,2018-06-16,2018,222.74,"meters",-83.0213,40.0052388833,TRUE,14.9244765402342
"97",13530921,"2018-06-17",821864,"Black","Yes",8,2018-06-17,2018,205.66,"meters",-97.8581083333,30.0008388883,TRUE,14.3408507418493
"98",13549698,"2018-06-18",513750,"Black","Yes",6,2018-06-18,2018,231.02,"meters",-86.12189731,39.78601321,TRUE,15.1993420910249
"99",13566907,"2018-06-10",922012,"Black","Yes",6,2018-06-10,2018,324.69,"meters",-95.955362572,38.315611942,TRUE,18.0191564730428
"100",13585540,"2018-06-19",1034528,"Black","Yes",7,2018-06-19,2018,43.1,"meters",-77.13845,38.96727,TRUE,6.56505902486794
"101",13605864,"2018-06-20",956218,"Black","Yes",9,2018-06-20,2018,31.69,"meters",-82.4155583333,29.6730166667,TRUE,5.62938717801503
"102",13607320,"2018-06-20",738441,"Black","Yes",6,2018-06-20,2018,247.32,"meters",-86.3968525706,39.2280551827,TRUE,15.7264109064974
"103",13609335,"2018-06-20",251810,"Black","Yes",9,2018-06-20,2018,188.41,"meters",-98.4956432507,29.4113053428,TRUE,13.726252219743
"104",13611059,"2018-06-20",79395,"Black","Yes",6,2018-06-20,2018,30.21,"meters",-74.5264906716,40.4728164152,TRUE,5.49636243346452
"105",13616751,"2018-06-20",1036644,"Black","Yes",7,2018-06-20,2018,16.29,"meters",-74.2060869,39.8984378,TRUE,4.03608721412211
"106",13624538,"2018-06-20",956059,"Black","Yes",7,2018-06-20,2018,60.9,"meters",-75.2248802741,39.9836432799,TRUE,7.80384520605067
"107",13652841,"2018-06-21",996715,"Black","Yes",6,2018-06-21,2018,222.96,"meters",-73.551004529,41.3799492653,TRUE,14.9318451639441
"108",13664750,"2018-06-21",492790,"Black","Yes",6,2018-06-21,2018,465.01,"meters",-79.3708642261,38.8399892866,TRUE,21.5640905210491
"109",13671199,"2018-06-19",778108,"Red","Yes",8,2018-06-19,2018,1.9,"meters",-76.8238846302,34.9398816769,TRUE,1.37840487520902
"110",13680284,"2018-06-22",770997,"Black","Yes",6,2018-06-22,2018,133.57,"meters",-74.7883083333,40.4201133333,TRUE,11.5572488075666
"111",13684148,"2018-06-22",1026661,"Black","Yes",7,2018-06-22,2018,412.87,"meters",-82.8617553711,36.5303153992,TRUE,20.3192027402652
"112",13688715,"2018-06-22",253271,"Black","Yes",6,2018-06-22,2018,69.72,"meters",-72.4835583333,41.8854833333,TRUE,8.34985029805924
"113",13690675,"2018-06-20",127188,"Black","Yes",8,2018-06-20,2018,163.99,"meters",-97.0897766667,32.58687,TRUE,12.8058580345091
"114",13710904,"2018-06-22",435598,"Black","Yes",9,2018-06-22,2018,1.62,"meters",-96.8431175756,28.4965558294,TRUE,1.27279220613579
"115",13714179,"2018-06-23",505286,"Black","Yes",7,2018-06-23,2018,33,"meters",-75.2253599833,40.0725383333,TRUE,5.74456264653803
"116",13716831,"2018-06-23",566319,"Black","Yes",6,2018-06-23,2018,593.44,"meters",-79.4321436307,40.0690335816,TRUE,24.3606239657362
"117",13718300,"2018-06-23",1000228,"Black","Yes",7,2018-06-23,2018,109.88,"meters",-78.8904876709,36.038394928,TRUE,10.4823661451029
"118",13718999,"2018-06-22",292424,"Black","Yes",7,2018-06-22,2018,46.13,"meters",-77.141947467,38.3343999647,TRUE,6.79190694871477
"119",13732347,"2018-06-24",176229,"Black","Yes",7,2018-06-24,2018,98.34,"meters",-79.0452333333,35.889595,TRUE,9.91665266105454
"120",13738956,"2018-06-24",1016647,"Black","Yes",6,2018-06-24,2018,292.74,"meters",-79.8423867072,40.5512497791,TRUE,17.109646401957
"121",13748739,"2018-06-24",537310,"Black","Yes",7,2018-06-24,2018,12.4,"meters",-72.7519444903,40.903632177,TRUE,3.5213633723318
"122",13752897,"2018-06-24",410175,"Black","Yes",7,2018-06-24,2018,63.73,"meters",-77.0900549367,38.9015296334,TRUE,7.98310716450681
"123",13752917,"2018-06-23",4860,"Black","Yes",6,2018-06-23,2018,333.19,"meters",-81.35268,41.0788933333,TRUE,18.2534928164447
"124",13756312,"2018-06-23",909380,"Black","Yes",7,2018-06-23,2018,31.92,"meters",-75.2252807617,40.0724983215,TRUE,5.64977875673021
"125",13758842,"2018-06-24",35078,"Black","Yes",6,2018-06-24,2018,85.74,"meters",-74.5498188325,40.6626930319,TRUE,9.25958962373603
"126",13761128,"2018-06-24",627942,"Black","Yes",7,2018-06-24,2018,35.37,"meters",-75.2469940186,40.0374145508,TRUE,5.9472682804797
"127",13763027,"2018-06-24",1515879,"Black","Yes",7,2018-06-24,2018,24.89,"meters",-77.2196737,38.6805177,TRUE,4.98898787330657
"128",13772366,"2018-06-25",938059,"Black","Yes",8,2018-06-25,2018,95.95,"meters",-97.5852109865,29.5878164051,TRUE,9.79540708699746
"129",13776482,"2018-06-25",5813,"Black","Yes",6,2018-06-25,2018,362.89,"meters",-80.1763467,40.6508973,TRUE,19.0496719131853
"130",13777039,"2018-06-25",760569,"Red","Yes",8,2018-06-25,2018,130.66,"meters",-86.7770383333,33.406625,TRUE,11.4306605233468
"131",13777380,"2018-06-25",624862,"Black","Yes",7,2018-06-25,2018,15.9,"meters",-75.2530966667,39.9510116667,TRUE,3.98748040747538
"132",13781339,"2018-06-25",169099,"Black","Yes",6,2018-06-25,2018,246.39,"meters",-82.0620111667,41.25755,TRUE,15.6968149635523
"133",13782621,"2018-06-22",785399,"Red","Yes",8,2018-06-22,2018,40.92,"meters",-90.144395,33.76179,TRUE,6.39687423668779
"134",13783276,"2018-06-24",956059,"Black","Yes",7,2018-06-24,2018,112.73,"meters",-75.5421564303,39.8887182267,TRUE,10.6174384858119
"135",13796699,"2018-06-23",17846,"Black","Yes",6,2018-06-23,2018,342.08,"meters",-81.4699855778,40.9116714365,TRUE,18.495404834715
"136",13801088,"2018-06-25",49797,"Black","Yes",8,2018-06-25,2018,95.95,"meters",-97.5829153508,29.5875093487,TRUE,9.79540708699746
"137",13801979,"2018-06-26",228032,"Black","Yes",7,2018-06-26,2018,80.23,"meters",-77.0655221667,39.0031666667,TRUE,8.95712007288057
"138",13817478,"2018-06-26",169566,"Black","Yes",7,2018-06-26,2018,64.88,"meters",-76.8280633333,38.657875,TRUE,8.05481222624091
"139",13818101,"2018-06-26",1048794,"Black","Yes",6,2018-06-26,2018,145.36,"meters",-76.9239871,40.95552206,TRUE,12.0565334984812
"140",13828050,"2018-06-27",273526,"Black","Yes",6,2018-06-27,2018,121.66,"meters",-75.1254901402,40.3779866631,TRUE,11.0299592021004
"141",13828724,"2018-06-27",151342,"Black","Yes",7,2018-06-27,2018,1.38,"meters",-74.1008611667,40.780975,TRUE,1.17473401244707
"142",13832925,"2018-06-27",169089,"Black","Yes",6,2018-06-27,2018,198.95,"meters",-81.8859764189,41.4110549786,TRUE,14.1049636653201
"143",13841548,"2018-06-25",919681,"Black","Yes",7,2018-06-25,2018,12.02,"meters",-75.1800834,39.943024,TRUE,3.46698716467194
"144",13849565,"2018-06-27",288963,"Red","Yes",7,2018-06-27,2018,336.06,"meters",-97.2725216667,35.190045,TRUE,18.3319393409426
"145",13850943,"2018-06-24",192858,"Black","Yes",7,2018-06-24,2018,63.73,"meters",-77.0900758376,38.9015111459,TRUE,7.98310716450681
"146",13865410,"2018-06-28",42746,"Black","Yes",8,2018-06-28,2018,1.33,"meters",-76.5840216667,39.2641416667,TRUE,1.15325625946708
"147",13871295,"2018-06-28",1050598,"Black","Yes",6,2018-06-28,2018,360.45,"meters",-78.6014827526,38.9065009578,TRUE,18.9855207987561
"148",13871847,"2018-06-28",1052706,"Black","Yes",6,2018-06-28,2018,119.15,"meters",-73.897544138,41.3333898865,TRUE,10.915585188161
"149",13873610,"2018-06-28",224171,"Black","Yes",7,2018-06-28,2018,121.32,"meters",-77.1264416667,39.0875695,TRUE,11.0145358504115
"150",13875159,"2018-06-28",981042,"Black","Yes",6,2018-06-28,2018,186.12,"meters",-73.5482716667,41.3289,TRUE,13.6425804010825
"151",13886099,"2018-06-29",293372,"Black","Yes",6,2018-06-29,2018,130.82,"meters",-73.70787,41.2889716667,TRUE,11.4376571027462
"152",13887417,"2018-06-29",654108,"Black","Yes",6,2018-06-29,2018,194.24,"meters",-74.7338111111,41.0409916667,TRUE,13.9370011121475
"153",13892510,"2018-06-29",981042,"Black","Yes",6,2018-06-29,2018,185.72,"meters",-73.5483083333,41.3290133333,TRUE,13.6279125327396
"154",13899891,"2018-06-29",881722,"Black","Yes",6,2018-06-29,2018,221.14,"meters",-84.4823146161,39.4145907084,TRUE,14.8707767113894
"155",13900133,"2018-06-29",680060,"Black","Yes",9,2018-06-29,2018,6.08,"meters",-80.997642775,28.5696117496,TRUE,2.46576560118759
"156",13911029,"2018-06-30",1016166,"Black","Yes",7,2018-06-30,2018,26.98,"meters",-72.9730391969,40.8928925917,TRUE,5.19422756528822
"157",13912593,"2018-06-22",703773,"Red","Yes",9,2018-06-22,2018,0,"meters",-90.3218891941,30.0999497845,TRUE,0
"158",13916540,"2018-06-30",35327,"Black","Yes",6,2018-06-30,2018,278.14,"meters",-79.8817367554,40.5857658386,TRUE,16.6775297931079
"159",13917779,"2018-06-30",1018538,"Red","Yes",8,2018-06-30,2018,181.06,"meters",-97.45958,32.8260416667,TRUE,13.4558537447462
"160",13917955,"2018-06-30",589899,"Black","Yes",7,2018-06-30,2018,0,"meters",-75.01197052,40.0269050598,TRUE,0
"161",13922621,"2018-06-29",956218,"Black","Yes",8,2018-06-29,2018,52.32,"meters",-82.4179679139,29.7286129952,TRUE,7.23325652801005
"162",13926343,"2018-06-30",937089,"Black","Yes",7,2018-06-30,2018,6.95,"meters",-76.5308399069,39.1686029493,TRUE,2.63628526529281
"163",13931822,"2018-06-30",909380,"Black","Yes",7,2018-06-30,2018,0.85,"meters",-75.258083,39.889317,TRUE,0.921954445729289
"164",13934661,"2018-06-30",614270,"Black","Yes",5,2018-06-30,2018,395.01,"meters",-95.2798783333,41.70992,TRUE,19.8748584900623
"165",13935344,"2018-06-14",17932,"Black","Yes",7,2018-06-14,2018,47.82,"meters",-76.754245,39.0827383333,TRUE,6.91520064784819
"166",13950412,"2018-07-01",290843,"Black","Yes",7,2018-07-01,2018,46.08,"meters",-73.0282302446,40.9237496613,TRUE,6.78822509939086
"167",13955789,"2018-07-01",76286,"Red","Yes",8,2018-07-01,2018,176.41,"meters",-96.6153922678,33.1600340037,TRUE,13.2819426289982
"168",13959172,"2018-06-30",505286,"Black","Yes",7,2018-06-30,2018,0,"meters",-75.25993165,39.889935,TRUE,0
"169",13959964,"2018-07-01",301497,"Black","Yes",7,2018-07-01,2018,0,"meters",-72.9239422263,41.2091229567,TRUE,0
"170",13965106,"2018-07-01",981042,"Black","Yes",6,2018-07-01,2018,183.44,"meters",-73.5483083333,41.3285616667,TRUE,13.5440023626696
"171",13965132,"2018-07-01",981042,"Black","Yes",6,2018-07-01,2018,182.87,"meters",-73.5485533333,41.32877,TRUE,13.5229434665682
"172",13965331,"2018-07-01",437734,"Red","Yes",8,2018-07-01,2018,2.85,"meters",-75.999895,37.25077,TRUE,1.68819430161341
"173",13970359,"2018-07-01",963640,"Black","Yes",6,2018-07-01,2018,60.9,"meters",-72.8489303589,41.6879081726,TRUE,7.80384520605067
"174",13978416,"2018-07-02",525598,"Black","Yes",6,2018-07-02,2018,121.82,"meters",-76.26225379,40.37982918,TRUE,11.0372097923343
"175",13988738,"2018-07-02",939163,"Black","Yes",7,2018-07-02,2018,141.28,"meters",-76.7558949441,39.2733335076,TRUE,11.8861263664829
"176",13993900,"2018-07-02",964807,"Black","Yes",7,2018-07-02,2018,297.05,"meters",-82.1772422659,34.9841525581,TRUE,17.235138525698
"177",13995964,"2018-07-02",1061922,"Black","Yes",6,2018-07-02,2018,37.71,"meters",-72.7014245465,41.3465847921,TRUE,6.14084684713762
"178",13997742,"2018-07-02",997924,"Black","Yes",7,2018-07-02,2018,113.68,"meters",-77.33377,38.8781133333,TRUE,10.6620823482095
"179",13999973,"2018-07-02",926915,"Black","Yes",6,2018-07-02,2018,171.01,"meters",-73.7318356343,41.3439593245,TRUE,13.0770791845886
"180",14000900,"2018-07-01",1059442,"Black","Yes",7,2018-07-01,2018,60.52,"meters",-74.138845273,40.5883956463,TRUE,7.77946013551069
"181",14012817,"2018-07-03",1061449,"Black","Yes",7,2018-07-03,2018,40.59,"meters",-73.12487459,40.9152533021,TRUE,6.37102817447859
"182",14018037,"2018-07-03",616772,"Black","Yes",6,2018-07-03,2018,660.09,"meters",-79.5377289165,39.7523742992,TRUE,25.6922167202443
"183",14020353,"2018-07-03",290843,"Black","Yes",7,2018-07-03,2018,46.18,"meters",-73.028,40.9237133333,TRUE,6.7955868032128
"184",14027041,"2018-07-03",237587,"Black","Yes",6,2018-07-03,2018,257.23,"meters",-84.3036583333,39.6977083333,TRUE,16.0383914405404
"185",14031025,"2018-07-01",981042,"Black","Yes",6,2018-07-01,2018,186.5,"meters",-73.5484083333,41.3289416667,TRUE,13.6565002837477
"186",14038899,"2018-07-04",257060,"Black","Yes",7,2018-07-04,2018,5.89,"meters",-73.9557583333,40.71613,TRUE,2.42693221990232
"187",14039069,"2018-07-04",1004171,"Black","Yes",7,2018-07-04,2018,94.64,"meters",-77.0691560023,39.0197953955,TRUE,9.72830920561225
"188",14040532,"2018-07-04",632355,"Black","Yes",7,2018-07-04,2018,40.37,"meters",-73.4798695274,40.8694530311,TRUE,6.35373905665003
"189",14040866,"2018-06-24",295443,"Black","Yes",7,2018-06-24,2018,13.01,"meters",-77.0632173193,38.7783902045,TRUE,3.60693775937429
"190",14050387,"2018-07-04",630155,"Black","Yes",5,2018-07-04,2018,307.42,"meters",-73.0502555,41.7817083333,TRUE,17.533396704575
"191",14056574,"2018-07-04",745900,"Black","Yes",4,2018-07-04,2018,252.35,"meters",-90.9606783333,43.8344616667,TRUE,15.8855280050743
"192",14063367,"2018-07-01",43772,"Black","Yes",6,2018-07-01,2018,37.84,"meters",-73.9420661862,42.0454413251,TRUE,6.15142259969188
